epsilon,mean_AUC,std_AUC,mean_MA,std_MA,n_runs,train_size,n_targets,n_bins
1.0,0.5342,0.0,0.5551,0.0,1,300,200,4
5.0,0.5551,0.0,0.5502,0.0,1,300,200,4
10.0,0.5664,0.0,0.5653,0.0,1,300,200,4
100.0,0.5506,0.0,0.545,0.0,1,300,200,4
