epsilon,run,AUC,MA,cpu_s,train_size,n_targets,n_bins
1.0,1,0.48750000000000004,0.4854951887743616,902.47,300,200,4
10.0,1,0.5670999999999999,0.5620473904095775,903.34,300,200,4
