epsilon,mean_AUC,std_AUC,mean_MA,std_MA,n_runs,train_size,n_targets,n_bins
1.0,0.3737,0.0,0.3742,0.0,1,300,200,4
5.0,0.5939,0.0,0.6,0.0,1,300,200,4
10.0,0.5643,0.0,0.584,0.0,1,300,200,4
100.0,0.6106,0.0,0.622,0.0,1,300,200,4
