epsilon,run,AUC,MA,cpu_s,train_size,n_targets,n_bins
1.0,1,0.5342,0.5551407383903141,880.52,300,200,4
5.0,1,0.5551,0.5501885686117735,875.74,300,200,4
10.0,1,0.5664,0.5653362852043955,880.06,300,200,4
100.0,1,0.5506,0.5449836731331141,879.7,300,200,4
