synth_file,n_synth_rows,n_real_rows,n_features,mean_tvd_1way,std_tvd_1way,mean_tvd_2way,std_tvd_2way,lr_accuracy,lr_f1_macro,baseline_accuracy,baseline_f1_macro
brca_run_10_eps0.10_run1_train700_bins10.csv,700,1089,978,0.7281591416783831,0.17891968461509086,0.8918183052204246,0.0904917804985656,0.3073394495412844,0.23089930442735432,0.8899082568807339,0.8130680525034976
brca_run_10_eps0.10_run1_train800_bins10.csv,800,1089,978,0.7242129101481444,0.17698954350911322,0.892329119415009,0.08992750886121152,0.14678899082568808,0.10603112399250703,0.8899082568807339,0.8130680525034976
brca_run_10_eps0.10_run2_train800_bins10.csv,800,1089,978,0.7170065652340472,0.1789139355261245,0.8832637762172759,0.09222487266810504,0.045871559633027525,0.03783522056844764,0.8899082568807339,0.8130680525034976
brca_run_10_eps0.10_run3_train800_bins10.csv,800,1089,978,0.7280022454513532,0.17363183077208083,0.8945705310213118,0.08818464038781001,0.4724770642201835,0.19898303765950826,0.8899082568807339,0.8130680525034976
brca_run_10_eps1.00_run1_train800_bins10.csv,800,1089,978,0.6268207310134247,0.15814495433558337,0.811877517506352,0.09258911641657452,0.518348623853211,0.13655589123867068,0.8899082568807339,0.8130680525034976
brca_run_10_eps1.00_run2_train800_bins10.csv,800,1089,978,0.6325314694162295,0.15136369908531955,0.8101751245490788,0.09283992626888982,0.5137614678899083,0.25982520622384425,0.8899082568807339,0.8130680525034976
brca_run_10_eps1.00_run3_train800_bins10.csv,800,1089,978,0.6278619305623628,0.15931701598007325,0.8097214875094128,0.09307057467769345,0.4908256880733945,0.2828495937382045,0.8899082568807339,0.8130680525034976
brca_run_10_eps10.00_run1_train800_bins10.csv,800,1089,978,0.5697593639499663,0.05029551400853219,0.631087393736585,0.0462907215999173,0.7981651376146789,0.511069909994937,0.8899082568807339,0.8130680525034976
brca_run_10_eps10.00_run2_train800_bins10.csv,800,1089,978,0.5670139651769602,0.05385769011342425,0.6265623280584239,0.05029774299663359,0.7798165137614679,0.5379976355522207,0.8899082568807339,0.8130680525034976
brca_run_10_eps10.00_run3_train800_bins10.csv,800,1089,978,0.5708061430910706,0.050507524482050946,0.6302211297770417,0.04695671405223745,0.7752293577981652,0.4733959599680727,0.8899082568807339,0.8130680525034976
brca_run_10_eps100.00_run1_train800_bins10.csv,800,1089,978,0.5624025132342199,0.01798339951221091,0.5742431002721019,0.02278828197797151,0.8165137614678899,0.7144629797261376,0.8899082568807339,0.8130680525034976
