epsilon,mean_AUC,std_AUC,mean_MA,std_MA,n_runs,train_size,n_targets,n_bins
1.0,0.4834,0.0,0.478,0.0,1,300,200,4
2.0,0.457,0.0,0.4652,0.0,1,300,200,4
5.0,0.5632,0.0,0.5476,0.0,1,300,200,4
7.0,0.5565,0.0,0.5623,0.0,1,300,200,4
10.0,0.5732,0.0,0.5795,0.0,1,300,200,4
