synth_file,n_synth_rows,n_real_rows,n_features,mean_tvd_1way,std_tvd_1way,mean_tvd_2way,std_tvd_2way,lr_accuracy,lr_f1_macro,baseline_accuracy,baseline_f1_macro
brca_run_10_eps0.10_run1_train700_bins10.csv,700,1089,978,0.6989765031399164,0.09150717670914033,0.8949785387403904,0.030719054937015454,0.2889908256880734,0.2341547849974642,0.8944954128440367,0.8242506279327868
brca_run_10_eps0.10_run1_train800_bins10.csv,800,1089,978,0.6952019849921411,0.0951855417697764,0.8904178238980247,0.0354221870127611,0.16055045871559634,0.11526170798898072,0.8944954128440367,0.8242506279327868
brca_run_10_eps0.10_run2_train800_bins10.csv,800,1089,978,0.6941718002670318,0.09786941923427635,0.89078266866471,0.034331067565516814,0.045871559633027525,0.038714133585079476,0.8944954128440367,0.8242506279327868
brca_run_10_eps0.10_run3_train800_bins10.csv,800,1089,978,0.6959292767327486,0.09431156938105101,0.8921290075884332,0.03317754912034399,0.44495412844036697,0.19728797383969798,0.8944954128440367,0.8242506279327868
brca_run_10_eps1.00_run1_train800_bins10.csv,800,1089,978,0.5185376421774917,0.08964301430279474,0.7795666684975804,0.052739223893003825,0.518348623853211,0.13655589123867068,0.8944954128440367,0.8242506279327868
brca_run_10_eps1.00_run2_train800_bins10.csv,800,1089,978,0.5205577984248508,0.09073212478320182,0.7743116738588713,0.05201621033128441,0.5,0.27628641589375175,0.8944954128440367,0.8242506279327868
brca_run_10_eps1.00_run3_train800_bins10.csv,800,1089,978,0.5126948866805253,0.08860607782726128,0.7744735806193559,0.0539320851422676,0.4541284403669725,0.2669957772844021,0.8944954128440367,0.8242506279327868
brca_run_10_eps10.00_run1_train800_bins10.csv,800,1089,978,0.1856303237337119,0.028305901213726236,0.37812577931198954,0.03324391729285968,0.8165137614678899,0.5685327376797431,0.8944954128440367,0.8242506279327868
brca_run_10_eps10.00_run2_train800_bins10.csv,800,1089,978,0.1872311936994034,0.030362687632934808,0.37349816251377876,0.03258774391306128,0.7798165137614679,0.5249155956409124,0.8944954128440367,0.8242506279327868
brca_run_10_eps10.00_run3_train800_bins10.csv,800,1089,978,0.1848555831601007,0.028377371780152313,0.37447919894238907,0.032789171331622166,0.7798165137614679,0.47973090674936036,0.8944954128440367,0.8242506279327868
brca_run_10_eps100.00_run1_train800_bins10.csv,800,1089,978,0.11061975020703407,0.004108338567932014,0.1531116988813587,0.011437970876818278,0.8165137614678899,0.697708573145644,0.8944954128440367,0.8242506279327868
brca_run_10_eps100.00_run2_train800_bins10.csv,800,1089,978,0.11046990400378577,0.0038016977608851922,0.15338422921349582,0.01155595229421698,0.8302752293577982,0.7344318049383591,0.8944954128440367,0.8242506279327868
brca_run_10_eps100.00_run3_train800_bins10.csv,800,1089,978,0.11054020052730315,0.0036991698936221415,0.15246131490589102,0.012425540259718065,0.7981651376146789,0.7059702828499821,0.8944954128440367,0.8242506279327868
brca_run_10_eps1000.00_run1_train800_bins10.csv,800,1089,978,0.10842306571008467,0.0019587343668388954,0.13533866504795117,0.010858056886374758,0.7706422018348624,0.7056727511698789,0.8944954128440367,0.8242506279327868
brca_run_10_eps1000.00_run2_train800_bins10.csv,800,1089,978,0.10845536725312241,0.001996289733279541,0.13451139485578972,0.010249480372937063,0.7798165137614679,0.715006729137164,0.8944954128440367,0.8242506279327868
