epsilon,run,AUC,MA,cpu_s,train_size,n_targets,n_bins
1.0,1,0.4834,0.4780472347347041,887.1,300,200,4
2.0,1,0.457,0.46521644963086606,888.28,300,200,4
5.0,1,0.5632,0.5476213996819074,885.81,300,200,4
7.0,1,0.5564999999999999,0.5623337675208533,887.01,300,200,4
10.0,1,0.5732,0.5795294735589716,886.08,300,200,4
