synth_file,n_synth_rows,n_real_rows,n_features,mean_tvd_1way,std_tvd_1way,mean_tvd_2way,std_tvd_2way,lr_accuracy,lr_f1_macro,baseline_accuracy,baseline_f1_macro
brca_100f_10k_eps0.10_run1_train871_bins4.csv,871,1089,100,0.5045039477332557,0.13373026826958603,0.7601130710085936,0.07292668254343727,0.26146788990825687,0.1486250329060608,0.8165137614678899,0.7202516122719856
brca_100f_10k_eps0.10_run2_train871_bins4.csv,871,1089,100,0.5234654867219317,0.13943976580841494,0.7549996995315857,0.0728114624284866,0.28440366972477066,0.14759447583176397,0.8165137614678899,0.7202516122719856
brca_100f_10k_eps0.10_run3_train871_bins4.csv,871,1089,100,0.5264385004412141,0.12983422649241744,0.7855309487738252,0.08052507278236196,0.2706422018348624,0.18959806062562984,0.8165137614678899,0.7202516122719856
brca_100f_10k_eps1.00_run1_train871_bins4.csv,871,1089,100,0.27498265190259763,0.037872717427474396,0.47987394032170166,0.06131842968352756,0.573394495412844,0.2570331384015595,0.8165137614678899,0.7202516122719856
brca_100f_10k_eps1.00_run2_train871_bins4.csv,871,1089,100,0.28264224543736083,0.03862890222285443,0.4800283705439744,0.05788069665587573,0.4724770642201835,0.18057705840957072,0.8165137614678899,0.7202516122719856
brca_100f_10k_eps1.00_run3_train871_bins4.csv,871,1089,100,0.278090001360015,0.038266525859721984,0.49011095191556514,0.05044382147095362,0.518348623853211,0.2007397504456328,0.8165137614678899,0.7202516122719856
brca_100f_10k_eps10.00_run1_train871_bins4.csv,871,1089,100,0.2506887052341598,3.597533769998862e-17,0.26298054124377057,0.010166363505946305,0.5963302752293578,0.2871087216248506,0.8165137614678899,0.7202516122719856
brca_100f_10k_eps10.00_run2_train871_bins4.csv,871,1089,100,0.2506887052341598,3.284083995358298e-17,0.26276048239413236,0.008598386062049306,0.5321100917431193,0.16689578713968956,0.8165137614678899,0.7202516122719856
brca_100f_10k_eps10.00_run3_train871_bins4.csv,871,1089,100,0.2506887052341598,3.510833468576701e-17,0.26288007936583235,0.00916593619692572,0.5688073394495413,0.2577469148263286,0.8165137614678899,0.7202516122719856
brca_100f_10k_eps100.00_run1_train871_bins4.csv,871,1089,100,0.2506887052341598,3.3766115072321296e-17,0.2546839862986403,0.007657866028908311,0.6422018348623854,0.3497069897562104,0.8165137614678899,0.7202516122719856
brca_100f_10k_eps100.00_run2_train871_bins4.csv,871,1089,100,0.2506887052341598,3.236828524569469e-17,0.2531406540090393,0.004237767651294353,0.5642201834862385,0.22542025346724057,0.8165137614678899,0.7202516122719856
brca_100f_10k_eps100.00_run3_train871_bins4.csv,871,1089,100,0.2506887052341598,3.188872858294072e-17,0.2545028196588576,0.006312098231911967,0.5321100917431193,0.16583906608296853,0.8165137614678899,0.7202516122719856
